102,17
76,62
115,52
71,86
89,87
95,89
13,54
15,71
8,37
19,36
65,24
57,57
64,57
83,34
68,51
65,70
57,73
70,73
62,42
61,36
53,39
23,40
34,81
98,71
25,35
77,57
73,54
64,81
37,21
44,52
39,48
71,44
83,39
45,82
21,71
24,75
25,84
33,45
63,31
42,91
46,87
56,81
62,75
35,105
28,98
35,99
29,105
89,94
76,92
81,87
94,75
42,108
46,113
31,113
48,102
53,99
55,105
56,110
38,75
66,92
52,52
103,88
111,80
109,86
75,105
79,101
85,97
9,58
101,57
95,62
93,38
100,37
74,77
52,78
40,60
55,48
21,63
88,61
82,67
92,66
82,56
60,99
104,82
49,91
40,67
52,86
50,73
14,59
57,67
96,83
109,72
89,80
105,64
47,41
41,25
55,28
38,37
34,30
69,37
44,70
105,50
92,50
84,46
93,43
76,70
84,75
27,26
57,17
57,22
32,20
65,46
117,29
119,38
117,62
117,67
117,73
32,57
27,52
109,100
119,79
11,42
6,44
26,58
61,107
100,42
33,69
62,51
43,16
47,25
49,33
44,37
29,40
72,31
74,39
98,27
