91,13
85,6
72,10
67,18
87,24
82,17
77,20
83,35
60,29
52,24
48,20
56,16
44,12
65,8
75,35
69,32
43,31
98,24
103,18
105,29
98,33
94,30
79,44
69,38
63,48
55,38
69,55
50,47
40,51
51,53
56,55
44,38
40,35
60,10
33,18
32,26
35,58
40,65
38,72
49,64
24,56
21,60
17,57
17,65
9,61
10,70
14,74
31,33
27,37
14,33
25,87
37,85
24,73
30,78
23,83
18,79
95,61
40,96
78,107
84,108
94,111
88,118
90,104
81,103
109,99
109,91
109,81
106,76
13,99
18,99
24,99
21,104
25,93
88,48
21,52
15,48
22,45
59,81
48,79
73,78
83,75
79,54
89,42
73,45
92,56
14,111
6,101
112,44
80,29
8,91
33,52
58,67
89,61
96,67
105,65
99,47
67,78
53,87
17,117
23,109
65,41
79,6
29,55
49,41
50,29
42,80
75,87
14,81
73,60
96,9
96,99
78,76
35,68
59,41
93,49
38,114
46,99
64,98
59,23
92,7
60,88
89,95
99,82
94,18
61,35
98,42
66,59
53,67
55,50
55,45
45,49
39,91
38,101
32,84
89,66
66,27
77,25
57,6
39,26
90,29
97,14
83,51
81,11
113,69
71,5
54,11
82,22
82,60
47,58
30,103
86,81
71,23
37,80
72,112
85,114
99,74
57,97
52,106
56,73
62,62
114,50
78,64
28,47
38,19
43,23
