0.000000000000000000e+00,6.050462792216807202e+02,1.054807091367895509e+03,1.129183333210334013e+03,1.229773556391582133e+03,1.591590713720082022e+03,1.793695347599474644e+03
0.000000000000000000e+00,4.176625432092276924e+02,9.596317001850241013e+02,1.018093807072806044e+03,1.403974358740215848e+03,1.526430476634949855e+03,1.573232341391442333e+03
0.000000000000000000e+00,1.741668452949642187e+03,2.326599020029020721e+03,2.737706339255545572e+03,3.167213286155512378e+03,4.747248992837851802e+03,9.269958953522933371e+03
0.000000000000000000e+00,7.955186987117273247e+02,1.110182417443187660e+03,1.168189625018130300e+03,1.193868920778156507e+03,1.324408924766063365e+03,1.396268598801820872e+03
0.000000000000000000e+00,4.420757853581216068e+02,5.083207648719458120e+02,6.277053448872328545e+02,7.251517082652429735e+02,7.452019860413685137e+02,8.082202670064640415e+02
0.000000000000000000e+00,1.190018487251353690e+03,1.224145416198582097e+03,1.229773556391582133e+03,1.799531883574170024e+03,1.998109106130093096e+03,2.036281414736185297e+03
0.000000000000000000e+00,7.393328073337473825e+02,7.863396212833231402e+02,8.995015286257161051e+02,9.006247831366845276e+02,1.071342148895487071e+03,1.083219737634059129e+03
0.000000000000000000e+00,1.066490037459328505e+03,1.110182417443187660e+03,1.110689875707886358e+03,1.157185810490260110e+03,1.176025509927399526e+03,1.227308437190912400e+03
0.000000000000000000e+00,6.910665669817923344e+02,1.038119935267597157e+03,1.064654404020384391e+03,1.065149754729352708e+03,1.095671027270503373e+03,1.207579396975619147e+03
0.000000000000000000e+00,3.932073244485661689e+02,4.653568523187340134e+02,5.468756714281593077e+02,5.512594670388890563e+02,6.085112981695574490e+02,6.758453965220152213e+02
0.000000000000000000e+00,8.158259618325466818e+02,1.141567781605630216e+03,1.166695332981151523e+03,1.316058889259899388e+03,1.342683507011239044e+03,1.814250809562999848e+03
0.000000000000000000e+00,6.085112981695574490e+02,6.355918501680146164e+02,7.073810854129476411e+02,7.257320442146674395e+02,7.520804478245661358e+02,8.594922919956874239e+02
0.000000000000000000e+00,1.193868920778156507e+03,1.239743118553194563e+03,1.281934475704589204e+03,1.472275789381867071e+03,1.622315012566918313e+03,1.671748485867416548e+03
0.000000000000000000e+00,8.158259618325466818e+02,1.084391073367906301e+03,1.087639186495227477e+03,1.287623003833031817e+03,1.388060157197806802e+03,1.550214823822814651e+03
0.000000000000000000e+00,4.176625432092276924e+02,9.176736892817621083e+02,9.850436538549954548e+02,1.159378281666514567e+03,1.368434141637806306e+03,1.512987772587736345e+03
0.000000000000000000e+00,4.314417689561361726e+02,1.103592769095557287e+03,1.140058331840963319e+03,1.141567781605630216e+03,1.248425808768786965e+03,1.287623003833031817e+03
0.000000000000000000e+00,6.878037510802046199e+02,7.088942093147609285e+02,9.400755288805256669e+02,9.699463902711324863e+02,9.708877381036388670e+02,1.014735926238940237e+03
